session_id,training_day,date,body_weight,mood,dchest,arms,waist,legs,shoulders,training_duration_minutes,sleep_hours,stress_level,program_phase,exercise,muscle_group,weight,reps,volume
437,FULLBODY2,2014-10-14,76.6,tired,92.3,26.1,65.4,50.2,108.5,61.4,6.7,3,hypertrophy,Deadlift,back,245.0,11,2695.0
1729,FULLBODY1,2023-01-14,104.8,good,126.6,36.8,88.9,69.8,145.7,66.3,9.1,1,deload,Standing Calf Raise,calves,980.0,10,9800.0
1196,FULLBODY2,2019-08-20,94.9,okay,114.1,33.2,80.0,61.9,134.4,68.8,7.2,3,hypertrophy,Deadlift,back,760.0,8,6080.0
660,FULLBODY3,2016-03-16,82.4,tired,98.6,28.6,69.9,53.8,117.4,62.4,6.6,3,hypertrophy,Reverse Grip Lat Pulldown,back,335.0,10,3350.0
475,FULLBODY1,2015-01-10,77.2,good,92.4,26.5,67.2,50.7,108.3,61.7,9.4,1,hypertrophy,Romanian Deadlift,hamstrings,225.0,11,2475.0
1808,FULLBODY2,2023-07-17,107.6,good,128.3,38.9,89.9,71.2,149.8,60.4,9.3,1,hypertrophy,Deadlift,back,1110.0,8,8880.0
893,FULLBODY2,2017-09-13,87.5,good,103.5,31.0,75.6,56.3,124.8,63.6,9.0,2,hypertrophy,Chest-Supported TBar-Row,back,755.0,6,4530.0
865,FULLBODY1,2017-07-08,86.8,good,104.8,30.0,74.1,56.6,122.8,64.8,9.3,1,deload,Back Squat,legs,430.0,12,5160.0
474,FULLBODY3,2015-01-08,76.9,tired,91.5,26.6,64.7,50.3,107.1,59.0,5.6,5,hypertrophy,Dumbbell Walking Lunge,legs,357.5,6,2145.0
1557,FULLBODY3,2021-12-09,100.5,tired,121.1,35.2,84.4,64.0,139.9,63.6,7.0,2,hypertrophy,Barbell Hip Thrust,glutes,962.5,12,11550.0
1575,FULLBODY3,2022-01-21,100.2,good,121.8,35.4,85.1,65.5,140.0,63.8,9.9,1,hypertrophy,Dumbbell Incline Press,chest,1255.0,9,11295.0
1877,FULLBODY2,2023-12-27,108.8,tired,130.0,38.4,92.7,70.3,152.5,53.1,5.6,4,hypertrophy,Crunch,core,837.5,10,8375.0
1173,FULLBODY3,2019-06-26,95.0,okay,112.7,32.9,80.3,63.9,133.4,59.8,7.5,3,hypertrophy,Lying Leg Curl,hamstrings,742.5,7,5197.5
519,FULLBODY3,2015-04-24,78.6,tired,94.5,27.3,65.5,52.4,111.1,60.8,6.3,2,hypertrophy,Reverse Grip Lat Pulldown,back,392.5,7,2747.5
1774,FULLBODY1,2023-04-30,106.3,tired,126.8,36.7,90.2,68.8,147.9,60.3,5.5,4,hypertrophy,Back Squat,legs,1122.5,9,10102.5
1481,FULLBODY2,2021-06-15,99.8,tired,120.5,35.6,84.8,64.9,139.5,61.0,5.4,5,deload,Dumbbell Skull Crusher,triceps,952.5,11,10477.5
194,FULLBODY2,2013-03-25,71.4,okay,86.3,24.3,61.3,46.2,101.5,60.8,7.8,1,hypertrophy,Crunch,core,137.5,7,962.5
715,FULLBODY1,2016-07-23,84.1,tired,101.3,29.0,71.7,54.4,118.6,67.5,6.1,2,hypertrophy,Assisted Dip,triceps,582.5,6,3495.0
1554,FULLBODY3,2021-12-02,100.4,tired,122.3,34.9,85.7,65.3,142.7,70.1,5.8,3,hypertrophy,Dumbbell Lateral Raise,shoulders,905.0,12,10860.0
832,FULLBODY1,2017-04-24,86.0,okay,104.3,29.9,72.3,56.4,120.3,61.2,7.5,2,hypertrophy,Dumbbell Supinated Curl,biceps,467.5,8,3740.0
1901,FULLBODY2,2024-02-21,109.8,okay,132.2,38.9,93.7,70.3,152.9,67.6,7.1,1,hypertrophy,Dumbbell Skull Crusher,triceps,1217.5,11,13392.5
811,FULLBODY1,2017-03-06,86.3,okay,103.7,30.2,74.2,56.1,123.1,62.2,7.9,3,hypertrophy,Back Squat,legs,540.0,9,4860.0
445,FULLBODY1,2014-11-03,77.0,good,91.8,25.8,64.5,49.6,107.4,59.9,8.4,1,hypertrophy,Assisted Dip,triceps,330.0,7,2310.0
27,FULLBODY3,2012-03-02,70.8,okay,85.6,22.9,59.8,46.9,101.0,57.8,7.8,2,hypertrophy,Dumbbell Walking Lunge,legs,37.5,8,300.0
1773,FULLBODY3,2023-04-28,106.2,okay,127.4,37.7,88.9,69.4,148.2,62.6,7.4,3,hypertrophy,Dumbbell Incline Press,chest,1047.5,12,12570.0
1430,FULLBODY2,2021-02-15,98.0,okay,118.5,35.0,83.1,64.8,136.2,65.6,7.1,4,hypertrophy,Overhead Press,shoulders,1445.0,7,10115.0
123,FULLBODY3,2012-10-11,71.9,tired,84.7,24.9,61.7,47.1,100.4,70.8,5.9,3,hypertrophy,Dumbbell Incline Press,chest,105.0,12,1260.0
1687,FULLBODY1,2022-10-08,104.8,tired,124.4,36.9,88.4,66.7,147.0,56.4,6.1,2,hypertrophy,Lat Pulldown,back,890.0,9,8010.0
702,FULLBODY3,2016-06-24,84.4,tired,102.8,29.4,73.2,56.6,116.5,63.7,6.8,2,hypertrophy,Dumbbell Lateral Raise,shoulders,417.5,12,5010.0
1709,FULLBODY2,2022-11-30,104.6,okay,125.2,37.4,88.5,67.7,145.2,57.3,7.9,2,hypertrophy,Crunch,core,1090.0,7,7630.0
258,FULLBODY3,2013-08-23,72.7,tired,86.0,25.3,63.2,48.2,102.1,71.4,6.5,4,hypertrophy,Dumbbell Incline Press,chest,217.5,10,2175.0
1852,FULLBODY1,2023-10-29,108.4,okay,127.7,38.1,91.7,69.7,153.0,70.7,7.8,4,hypertrophy,Assisted Dip,triceps,1062.5,8,8500.0
784,FULLBODY1,2016-12-31,86.0,good,103.9,30.3,74.6,55.8,121.2,57.4,8.4,3,hypertrophy,Barbell Bench Press,chest,645.0,6,3870.0
1668,FULLBODY3,2022-08-25,104.1,tired,126.9,35.7,88.3,67.9,145.7,62.9,6.3,4,hypertrophy,Seated Face Pull,shoulders,775.0,10,7750.0
282,FULLBODY3,2013-10-18,73.1,good,88.0,24.1,62.7,46.4,102.4,74.4,8.8,1,hypertrophy,Dumbbell Incline Press,chest,197.5,12,2370.0
1774,FULLBODY1,2023-04-30,106.3,tired,126.8,36.7,90.2,68.8,147.9,60.3,5.5,4,hypertrophy,Standing Calf Raise,calves,912.5,11,10037.5
1630,FULLBODY1,2022-05-30,102.0,okay,122.8,35.7,86.5,66.5,141.9,65.8,7.4,3,hypertrophy,Assisted Dip,triceps,677.5,11,7452.5
672,FULLBODY3,2016-04-13,83.2,okay,100.2,29.3,69.9,53.2,116.7,52.4,7.6,2,hypertrophy,Dumbbell Walking Lunge,legs,505.0,6,3030.0
713,FULLBODY2,2016-07-18,84.1,good,100.0,30.4,71.4,55.6,118.4,62.7,8.3,3,deload,Leg Extension,quads,467.5,11,5142.5
665,FULLBODY2,2016-03-30,82.6,okay,98.8,28.9,70.1,53.5,115.7,68.1,7.3,4,deload,Chest-Supported TBar-Row,back,292.5,12,3510.0
166,FULLBODY1,2013-01-20,72.3,tired,86.4,24.6,60.6,45.8,99.7,68.0,6.4,3,hypertrophy,Assisted Dip,triceps,127.5,8,1020.0
1344,FULLBODY3,2020-07-29,96.1,okay,116.4,34.2,82.1,63.0,134.9,58.5,7.4,2,hypertrophy,Seated Face Pull,shoulders,1042.5,6,6255.0
1550,FULLBODY2,2021-11-23,100.2,okay,121.2,34.6,84.9,64.0,141.1,68.9,7.9,1,hypertrophy,Overhead Press,shoulders,915.0,12,10980.0
190,FULLBODY1,2013-03-18,71.4,tired,87.2,24.4,60.9,47.2,99.3,79.4,6.8,3,hypertrophy,Lat Pulldown,back,130.0,9,1170.0
1470,FULLBODY3,2021-05-20,99.8,okay,120.0,35.4,83.1,64.9,139.2,59.8,7.9,3,hypertrophy,Dumbbell Lateral Raise,shoulders,852.5,12,10230.0
1992,FULLBODY3,2024-09-20,110.5,okay,132.2,38.4,93.4,72.6,154.5,63.8,7.3,4,hypertrophy,Dumbbell Incline Press,chest,1172.5,12,14070.0
686,FULLBODY2,2016-05-17,84.2,tired,99.5,30.7,70.4,55.3,117.5,53.8,6.4,3,hypertrophy,Overhead Press,shoulders,460.0,11,5060.0
971,FULLBODY2,2018-03-14,90.1,okay,107.3,32.3,77.5,60.0,126.1,55.2,7.4,2,hypertrophy,Dumbbell Skull Crusher,triceps,695.0,10,6950.0
830,FULLBODY2,2017-04-17,86.3,good,103.1,30.7,72.9,56.9,121.5,61.8,8.2,3,hypertrophy,Crunch,core,607.5,6,3645.0
1975,FULLBODY1,2024-08-12,110.3,good,131.7,38.8,92.8,70.4,151.9,62.4,8.8,2,hypertrophy,Back Squat,legs,1132.5,10,11325.0
208,FULLBODY1,2013-04-27,71.3,okay,86.0,24.8,60.5,45.7,98.2,55.6,7.3,3,hypertrophy,Dumbbell Supinated Curl,biceps,162.5,6,975.0
773,FULLBODY2,2016-12-06,85.8,tired,103.2,30.1,72.3,56.6,121.0,47.9,7.0,3,hypertrophy,Dumbbell Skull Crusher,triceps,462.5,12,5550.0
1191,FULLBODY3,2019-08-07,94.9,okay,113.1,34.1,81.7,60.2,132.6,57.9,7.5,3,hypertrophy,Barbell Hip Thrust,glutes,825.0,11,9075.0
401,FULLBODY2,2014-07-23,76.3,okay,90.9,26.3,63.6,47.3,105.8,63.9,7.4,3,deload,Deadlift,back,315.0,8,2520.0
1406,FULLBODY2,2020-12-21,97.1,okay,115.4,33.1,81.0,64.2,134.7,59.7,7.7,3,hypertrophy,Overhead Press,shoulders,907.5,11,9982.5
1477,FULLBODY1,2021-06-05,99.7,tired,119.6,34.9,86.7,64.5,139.2,62.1,6.8,3,hypertrophy,Back Squat,legs,765.0,11,8415.0
1089,FULLBODY3,2018-12-14,92.8,okay,111.5,32.2,77.0,60.9,129.9,65.5,7.4,2,deload,Dumbbell Walking Lunge,legs,810.0,6,4860.0
1935,FULLBODY3,2024-05-09,110.1,okay,131.7,38.5,94.1,72.5,152.6,67.6,7.7,3,hypertrophy,Barbell Hip Thrust,glutes,1285.0,11,14135.0
1117,FULLBODY1,2019-02-16,93.1,tired,111.2,32.2,76.5,61.5,129.8,65.5,6.2,4,hypertrophy,Romanian Deadlift,hamstrings,662.5,8,5300.0
626,FULLBODY2,2015-12-30,81.1,tired,97.1,27.7,69.0,52.7,114.1,69.6,6.4,4,hypertrophy,Leg Extension,quads,417.5,11,4592.5
1275,FULLBODY3,2020-02-21,95.7,okay,114.7,33.4,80.1,62.5,135.6,64.6,7.0,5,hypertrophy,Barbell Hip Thrust,glutes,877.5,11,9652.5
1742,FULLBODY2,2023-02-15,105.0,okay,124.2,36.6,89.4,68.7,145.4,62.1,7.2,3,hypertrophy,Deadlift,back,1220.0,7,8540.0
960,FULLBODY3,2018-02-16,89.7,okay,105.6,31.1,76.9,58.4,125.0,57.0,7.7,1,hypertrophy,Barbell Hip Thrust,glutes,610.0,12,7320.0
1447,FULLBODY1,2021-03-29,99.2,okay,118.5,33.8,84.9,64.1,139.2,68.3,7.8,2,hypertrophy,Dumbbell Supinated Curl,biceps,737.5,9,6637.5
534,FULLBODY3,2015-05-28,79.4,good,94.9,27.8,69.6,52.1,110.5,68.4,8.2,3,hypertrophy,Dumbbell Lateral Raise,shoulders,387.5,10,3875.0
324,FULLBODY3,2014-01-22,73.6,tired,89.7,25.7,61.8,48.3,102.9,61.9,6.5,4,hypertrophy,Dumbbell Walking Lunge,legs,255.0,6,1530.0
1062,FULLBODY3,2018-10-11,92.7,tired,111.4,32.1,77.1,59.3,129.7,60.6,6.8,3,hypertrophy,Reverse Grip Lat Pulldown,back,727.5,7,5092.5
573,FULLBODY3,2015-08-28,79.9,tired,96.1,28.7,68.4,51.2,111.2,61.2,6.2,4,hypertrophy,Dumbbell Incline Press,chest,362.5,12,4350.0
1329,FULLBODY3,2020-06-25,95.8,okay,113.7,33.7,80.2,63.2,134.6,74.0,7.8,2,deload,Lying Leg Curl,hamstrings,827.5,7,5792.5
1797,FULLBODY3,2023-06-23,107.2,okay,130.7,37.9,92.5,70.2,149.9,58.5,7.8,3,hypertrophy,Reverse Grip Lat Pulldown,back,692.5,12,8310.0
343,FULLBODY1,2014-03-08,75.0,tired,89.8,25.9,64.2,46.8,104.7,78.7,6.9,4,hypertrophy,Back Squat,legs,205.0,11,2255.0
170,FULLBODY2,2013-01-29,72.0,tired,87.7,25.5,62.1,47.1,101.7,63.8,6.8,4,hypertrophy,Chest-Supported TBar-Row,back,115.0,10,1150.0
287,FULLBODY2,2013-10-28,73.4,okay,89.8,25.1,62.2,47.0,104.0,65.4,7.5,3,hypertrophy,Crunch,core,110.0,12,1320.0
28,FULLBODY1,2012-03-05,70.8,good,85.3,24.9,61.1,46.9,100.0,67.0,8.9,1,hypertrophy,Assisted Dip,triceps,37.5,9,337.5
1253,FULLBODY2,2020-01-01,95.8,good,114.8,33.7,81.4,62.2,135.7,56.6,9.1,2,hypertrophy,Dumbbell Skull Crusher,triceps,737.5,12,8850.0
790,FULLBODY1,2017-01-15,86.2,okay,103.3,29.8,73.0,56.4,120.9,62.8,7.4,2,hypertrophy,Lat Pulldown,back,655.0,6,3930.0
111,FULLBODY3,2012-09-14,71.8,good,86.4,25.0,60.4,46.5,99.8,64.7,8.7,2,hypertrophy,Dumbbell Incline Press,chest,107.5,11,1182.5
1513,FULLBODY1,2021-08-30,100.3,good,121.9,35.1,86.9,65.0,140.6,67.0,8.4,1,deload,Romanian Deadlift,hamstrings,712.5,10,7125.0
212,FULLBODY2,2013-05-07,71.6,good,84.5,25.5,58.7,46.0,100.5,61.8,8.1,2,hypertrophy,Overhead Press,shoulders,170.0,10,1700.0
264,FULLBODY3,2013-09-05,72.8,good,87.4,25.8,61.6,46.9,101.1,65.4,8.5,2,hypertrophy,Dumbbell Lateral Raise,shoulders,200.0,10,2000.0
535,FULLBODY1,2015-05-30,79.4,tired,95.3,28.3,67.0,51.2,110.5,61.9,6.5,3,hypertrophy,Lat Pulldown,back,310.0,9,2790.0
1599,FULLBODY3,2022-03-17,100.7,good,119.5,35.2,86.3,65.2,141.1,60.5,8.2,1,hypertrophy,Barbell Hip Thrust,glutes,1077.5,11,11852.5
1141,FULLBODY1,2019-04-14,93.8,okay,113.3,32.5,80.4,61.2,130.7,61.3,7.4,2,hypertrophy,Dumbbell Supinated Curl,biceps,590.0,9,5310.0
58,FULLBODY1,2012-05-13,70.8,okay,85.8,25.3,59.5,44.8,98.2,59.8,7.7,3,hypertrophy,Dumbbell Supinated Curl,biceps,35.0,10,350.0
1908,FULLBODY3,2024-03-06,109.8,tired,131.3,38.1,94.3,70.3,154.2,68.4,7.0,2,hypertrophy,Dumbbell Lateral Raise,shoulders,1122.5,12,13470.0
1467,FULLBODY3,2021-05-12,99.7,tired,118.4,35.2,82.7,64.7,141.1,61.1,5.3,4,hypertrophy,Barbell Hip Thrust,glutes,915.0,12,10980.0
1442,FULLBODY2,2021-03-17,99.1,good,118.7,34.5,85.2,63.5,138.1,65.2,9.5,1,hypertrophy,Overhead Press,shoulders,1135.0,9,10215.0
1711,FULLBODY1,2022-12-04,104.7,tired,125.5,36.5,87.4,68.5,148.6,64.7,5.8,5,hypertrophy,Standing Calf Raise,calves,805.0,12,9660.0
903,FULLBODY3,2017-10-04,87.0,okay,106.2,31.0,74.9,56.6,122.4,60.1,7.8,1,hypertrophy,Barbell Hip Thrust,glutes,632.5,11,6957.5
941,FULLBODY2,2018-01-03,89.3,tired,106.4,31.1,74.4,58.2,125.0,57.2,5.5,5,hypertrophy,Overhead Press,shoulders,692.5,10,6925.0
1511,FULLBODY2,2021-08-23,100.4,good,121.1,35.6,86.6,65.6,142.1,56.8,8.2,2,hypertrophy,Overhead Press,shoulders,892.5,12,10710.0
207,FULLBODY3,2013-04-24,71.3,good,85.2,24.8,61.0,46.5,102.6,57.5,8.5,1,hypertrophy,Dumbbell Lateral Raise,shoulders,127.5,12,1530.0
49,FULLBODY1,2012-04-21,70.8,good,84.4,24.8,58.8,45.6,99.9,69.6,8.6,1,deload,Dumbbell Supinated Curl,biceps,27.5,12,330.0
1067,FULLBODY2,2018-10-23,92.7,good,110.8,32.6,79.4,60.7,128.9,67.7,8.3,1,hypertrophy,Dumbbell Skull Crusher,triceps,630.0,12,7560.0
104,FULLBODY2,2012-08-27,71.5,tired,86.8,24.6,62.1,46.8,99.4,60.8,6.1,4,hypertrophy,Dumbbell Skull Crusher,triceps,95.0,9,855.0
654,FULLBODY3,2016-03-03,82.0,tired,97.5,28.3,69.9,53.7,114.0,59.9,6.3,4,hypertrophy,Lying Leg Curl,hamstrings,487.5,6,2925.0
1310,FULLBODY2,2020-05-12,95.1,good,114.4,33.0,80.2,62.2,133.4,69.6,8.2,1,hypertrophy,Crunch,core,597.5,10,5975.0
1322,FULLBODY2,2020-06-09,95.3,okay,113.9,33.2,79.8,62.6,130.8,63.1,7.6,1,hypertrophy,Leg Extension,quads,807.5,12,9690.0
503,FULLBODY2,2015-03-17,78.0,tired,93.4,27.5,66.9,51.4,110.2,63.3,6.9,3,hypertrophy,Chest-Supported TBar-Row,back,445.0,6,2670.0
1779,FULLBODY3,2023-05-11,106.7,okay,129.0,37.9,91.7,68.8,150.0,62.2,7.4,2,hypertrophy,Lying Leg Curl,hamstrings,707.5,11,7782.5
1615,FULLBODY1,2022-04-25,101.1,okay,121.1,35.7,86.7,66.2,143.0,61.7,7.3,3,hypertrophy,Barbell Bench Press,chest,1102.5,7,7717.5
1023,FULLBODY3,2018-07-13,91.2,okay,108.1,32.9,77.5,59.3,126.8,66.6,7.9,2,hypertrophy,Reverse Grip Lat Pulldown,back,820.0,6,4920.0
1122,FULLBODY3,2019-02-27,93.4,okay,113.8,33.0,79.6,61.4,131.5,57.8,8.0,1,hypertrophy,Seated Face Pull,shoulders,647.5,8,5180.0
1455,FULLBODY3,2021-04-16,99.2,okay,118.3,34.1,82.6,65.8,139.4,65.4,8.0,1,hypertrophy,Dumbbell Walking Lunge,legs,1080.0,6,6480.0
1356,FULLBODY3,2020-08-26,96.2,tired,115.7,33.2,80.4,62.8,134.9,62.5,6.6,4,hypertrophy,Lying Leg Curl,hamstrings,842.5,7,5897.5
193,FULLBODY1,2013-03-23,71.2,tired,87.4,25.5,62.1,46.6,100.6,66.1,6.0,3,deload,Assisted Dip,triceps,187.5,6,1125.0
95,FULLBODY2,2012-08-06,71.8,okay,87.4,25.3,64.3,46.8,100.5,64.3,7.7,2,hypertrophy,Chest-Supported TBar-Row,back,97.5,8,780.0
214,FULLBODY1,2013-05-13,71.6,good,88.5,24.8,59.1,44.8,100.0,68.9,8.1,1,hypertrophy,Barbell Bench Press,chest,230.0,6,1380.0
1864,FULLBODY1,2023-11-26,108.5,good,127.9,38.3,90.4,70.2,152.8,58.4,9.1,2,hypertrophy,Standing Calf Raise,calves,885.0,12,10620.0
1707,FULLBODY3,2022-11-24,104.5,good,126.8,36.4,88.2,67.2,145.7,61.4,10.0,1,hypertrophy,Dumbbell Incline Press,chest,1105.0,11,12155.0
737,FULLBODY2,2016-09-12,84.3,okay,99.7,29.4,72.2,53.7,116.9,53.8,7.1,2,deload,Chest-Supported TBar-Row,back,425.0,9,3825.0
1502,FULLBODY2,2021-08-04,100.1,okay,120.5,35.3,84.5,64.6,138.8,67.8,7.2,2,hypertrophy,Deadlift,back,827.5,9,7447.5
1413,FULLBODY3,2021-01-08,97.3,good,118.1,33.2,82.7,64.0,138.1,56.7,9.0,1,hypertrophy,Dumbbell Incline Press,chest,837.5,12,10050.0
1917,FULLBODY3,2024-03-28,109.9,tired,132.7,39.1,93.7,70.7,154.4,61.7,6.1,3,hypertrophy,Reverse Grip Lat Pulldown,back,1267.5,7,8872.5
1326,FULLBODY3,2020-06-18,95.3,tired,116.0,32.7,80.8,61.9,133.3,57.7,6.7,3,hypertrophy,Reverse Grip Lat Pulldown,back,622.5,10,6225.0
361,FULLBODY1,2014-04-21,75.2,tired,92.1,26.4,65.3,48.7,103.9,56.4,7.0,3,deload,Assisted Dip,triceps,277.5,7,1942.5
1836,FULLBODY3,2023-09-20,107.9,okay,129.9,38.8,91.3,69.9,150.8,60.8,7.9,1,hypertrophy,Barbell Hip Thrust,glutes,1120.0,12,13440.0
1695,FULLBODY3,2022-10-27,104.8,good,124.0,36.4,88.7,67.5,147.5,60.1,8.1,2,hypertrophy,Lying Leg Curl,hamstrings,1237.5,6,7425.0
768,FULLBODY3,2016-11-25,85.6,okay,101.4,28.8,72.4,55.9,119.9,57.2,7.6,2,hypertrophy,Dumbbell Lateral Raise,shoulders,452.5,12,5430.0
457,FULLBODY1,2014-12-01,77.0,tired,91.7,27.1,64.0,50.7,109.3,60.0,6.8,3,deload,Dumbbell Supinated Curl,biceps,347.5,6,2085.0
817,FULLBODY1,2017-03-20,86.3,good,106.5,29.6,73.8,56.0,121.6,64.0,8.4,1,deload,Standing Calf Raise,calves,485.0,10,4850.0
1524,FULLBODY3,2021-09-24,100.6,okay,120.2,35.3,85.9,65.5,140.0,63.5,7.5,4,hypertrophy,Reverse Grip Lat Pulldown,back,895.0,8,7160.0
1821,FULLBODY3,2023-08-18,107.5,okay,128.1,36.8,92.0,71.1,149.6,56.7,7.9,2,hypertrophy,Dumbbell Lateral Raise,shoulders,1070.0,12,12840.0
1646,FULLBODY2,2022-07-05,103.2,tired,122.7,36.9,87.7,65.8,142.1,54.1,6.5,5,hypertrophy,Deadlift,back,1157.5,7,8102.5
1180,FULLBODY1,2019-07-14,95.2,okay,115.4,33.3,80.9,62.6,131.7,66.0,7.1,4,hypertrophy,Dumbbell Supinated Curl,biceps,610.0,9,5490.0
1609,FULLBODY1,2022-04-10,100.8,good,120.3,35.7,88.1,65.0,143.0,55.4,8.6,2,deload,Lat Pulldown,back,1097.5,7,7682.5
6,FULLBODY3,2012-01-11,70.3,okay,86.0,25.2,60.6,46.2,99.8,64.5,7.9,2,hypertrophy,Dumbbell Lateral Raise,shoulders,10.4,12,124.80000000000001
1495,FULLBODY1,2021-07-17,99.8,good,119.9,34.1,84.4,65.1,140.5,63.4,8.4,1,hypertrophy,Romanian Deadlift,hamstrings,877.5,8,7020.0
1678,FULLBODY1,2022-09-19,104.3,good,126.2,37.4,88.4,68.1,143.8,59.3,8.3,1,hypertrophy,Romanian Deadlift,hamstrings,790.0,10,7900.0
1769,FULLBODY2,2023-04-18,105.9,tired,127.1,37.0,90.4,70.2,148.3,61.2,6.3,5,deload,Chest-Supported TBar-Row,back,942.5,9,8482.5
974,FULLBODY2,2018-03-21,90.2,okay,110.1,31.5,76.0,59.4,128.0,62.5,7.9,1,hypertrophy,Crunch,core,480.0,9,4320.0
1509,FULLBODY3,2021-08-18,100.2,tired,120.6,35.1,85.2,65.2,143.1,62.0,6.9,2,hypertrophy,Barbell Hip Thrust,glutes,937.5,12,11250.0
1538,FULLBODY2,2021-10-26,100.2,tired,120.1,35.0,85.2,66.7,142.3,61.6,6.5,3,hypertrophy,Chest-Supported TBar-Row,back,1227.5,6,7365.0
1633,FULLBODY1,2022-06-06,102.2,tired,121.8,36.1,88.2,66.9,141.8,63.9,6.1,6,deload,Romanian Deadlift,hamstrings,767.5,10,7675.0
390,FULLBODY3,2014-06-26,75.6,good,91.4,26.3,65.3,50.0,105.3,67.0,8.6,1,hypertrophy,Dumbbell Walking Lunge,legs,300.0,6,1800.0
1839,FULLBODY3,2023-09-27,108.1,tired,131.3,37.7,93.1,70.1,150.9,58.2,5.3,5,hypertrophy,Dumbbell Incline Press,chest,1085.0,12,13020.0
1716,FULLBODY3,2022-12-16,104.4,okay,126.4,37.2,87.9,67.7,144.9,61.4,7.5,1,hypertrophy,Reverse Grip Lat Pulldown,back,792.5,10,7925.0
1334,FULLBODY2,2020-07-07,95.8,tired,113.8,32.7,80.4,61.1,134.5,65.1,6.2,3,hypertrophy,Cable Flye,chest,997.5,6,5985.0
1948,FULLBODY1,2024-06-09,110.5,tired,132.6,38.1,94.3,71.2,154.6,55.4,6.5,4,hypertrophy,Romanian Deadlift,hamstrings,1135.0,8,9080.0
1023,FULLBODY3,2018-07-13,91.2,okay,108.1,32.9,77.5,59.3,126.8,66.6,7.9,2,hypertrophy,Dumbbell Incline Press,chest,620.0,12,7440.0
1640,FULLBODY2,2022-06-20,102.7,good,123.3,36.2,87.4,66.3,143.7,62.7,9.0,1,hypertrophy,Cable Flye,chest,802.5,9,7222.5
1846,FULLBODY1,2023-10-14,108.5,okay,130.0,37.6,94.0,70.1,152.5,60.5,7.2,2,hypertrophy,Lat Pulldown,back,1097.5,8,8780.0
1033,FULLBODY1,2018-08-06,91.3,tired,107.9,32.0,76.7,59.2,128.2,65.6,6.4,4,deload,Dumbbell Supinated Curl,biceps,600.0,8,4800.0
1488,FULLBODY3,2021-07-01,100.2,okay,121.8,35.9,84.5,65.9,140.4,54.9,7.7,2,hypertrophy,Barbell Hip Thrust,glutes,1232.5,9,11092.5
726,FULLBODY3,2016-08-18,84.1,good,99.9,28.8,71.4,55.0,118.8,69.2,9.0,1,hypertrophy,Dumbbell Walking Lunge,legs,467.5,7,3272.5
1504,FULLBODY1,2021-08-07,100.3,okay,120.2,35.9,86.0,65.3,141.7,69.8,7.9,3,hypertrophy,Lat Pulldown,back,802.5,9,7222.5
1126,FULLBODY1,2019-03-11,93.4,okay,111.2,32.1,78.8,59.7,129.3,66.0,7.5,3,hypertrophy,Standing Calf Raise,calves,552.5,12,6630.0
771,FULLBODY3,2016-12-02,85.8,good,102.8,30.1,75.2,56.3,120.9,58.1,8.1,2,hypertrophy,Seated Face Pull,shoulders,447.5,8,3580.0
1378,FULLBODY1,2020-10-18,96.6,tired,117.0,34.6,81.9,63.9,136.0,61.1,6.6,4,hypertrophy,Lat Pulldown,back,832.5,8,6660.0
1712,FULLBODY2,2022-12-07,104.6,okay,127.2,36.7,88.0,68.8,142.9,59.6,7.5,3,hypertrophy,Deadlift,back,1052.5,8,8420.0
1113,FULLBODY3,2019-02-07,93.2,tired,113.6,33.6,78.6,59.6,129.3,58.6,5.8,5,deload,Dumbbell Lateral Raise,shoulders,632.5,12,7590.0
1972,FULLBODY1,2024-08-04,110.3,tired,131.4,37.7,93.9,72.7,154.7,56.5,6.4,2,hypertrophy,Standing Calf Raise,calves,1015.0,11,11165.0
585,FULLBODY3,2015-09-24,79.8,okay,97.1,27.9,69.3,51.7,114.2,63.4,7.2,2,deload,Dumbbell Walking Lunge,legs,437.5,6,2625.0
282,FULLBODY3,2013-10-18,73.1,good,88.0,24.1,62.7,46.4,102.4,74.4,8.8,1,hypertrophy,Dumbbell Walking Lunge,legs,222.5,6,1335.0
1799,FULLBODY2,2023-06-27,107.4,okay,128.9,37.8,91.7,70.3,148.6,59.8,7.7,2,hypertrophy,Cable Flye,chest,1330.0,6,7980.0
1762,FULLBODY1,2023-04-02,105.9,good,126.4,37.6,90.0,68.2,148.4,60.7,8.4,1,hypertrophy,Lat Pulldown,back,1197.5,7,8382.5
1920,FULLBODY3,2024-04-03,109.6,okay,130.7,39.2,92.2,71.9,154.2,65.5,7.5,3,hypertrophy,Dumbbell Walking Lunge,legs,1410.0,6,8460.0
1000,FULLBODY1,2018-05-20,90.1,okay,107.6,31.8,76.8,58.2,125.6,58.1,7.6,2,hypertrophy,Dumbbell Supinated Curl,biceps,512.5,9,4612.5
61,FULLBODY1,2012-05-20,70.9,okay,83.8,24.7,60.5,46.0,97.3,59.7,7.3,2,hypertrophy,Romanian Deadlift,hamstrings,62.5,9,562.5
1855,FULLBODY1,2023-11-04,108.5,okay,129.1,37.6,91.2,71.7,152.0,65.8,7.7,1,hypertrophy,Romanian Deadlift,hamstrings,722.5,12,8670.0
1443,FULLBODY3,2021-03-19,99.2,good,120.8,34.9,83.2,64.4,138.5,67.5,8.7,1,hypertrophy,Reverse Grip Lat Pulldown,back,565.0,12,6780.0
